task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	vmem	rchar	wchar
6450	71/83e467	1714716	prediction (mRMR, 20 causal (9))	CACHED	0	2018-12-06 01:37:44.763	10s	3s	34.1%	17.1 MB	190.9 MB	2.7 MB	0
6112	3b/dca908	1714377	prediction (LARS, 20 causal (9))	CACHED	0	2018-12-06 01:35:04.585	9.9s	3.1s	86.3%	45.4 MB	482.4 MB	7 MB	32 B
5237	85/4debd1	1713504	analyze_features (HSIC_lasso-B=5-M=3, n_jobs=1, 20 causal (1))	CACHED	0	2018-12-06 01:27:14.254	9.9s	444ms	85.0%	15.8 MB	188.1 MB	2.3 MB	0
5910	d1/456f3e	1714175	analyze_features (HSIC_lasso-B=0-M=3, n_jobs=1, 20 causal (6))	CACHED	0	2018-12-06 01:32:49.087	5s	411ms	62.2%	18.1 MB	203.1 MB	2.8 MB	0
5126	3d/4d26be	1713392	analyze_features (LARS, 20 causal (2))	CACHED	0	2018-12-06 01:26:29.480	5.1s	382ms	87.4%	17.1 MB	192.9 MB	2.8 MB	0
6098	c0/692c6d	1714364	prediction (HSIC_lasso-B=5-M=3, n_jobs=1, 20 causal (7))	CACHED	0	2018-12-06 01:34:59.414	9.9s	2.9s	89.4%	37.5 MB	412.6 MB	5.2 MB	32 B
6097	a3/bededd	1714363	analyze_features (HSIC_lasso-B=5-M=3, n_jobs=1, 20 causal (7))	CACHED	0	2018-12-06 01:34:59.373	5.2s	400ms	96.7%	18.5 MB	205.1 MB	2.8 MB	0
6626	0c/ab2460	1714891	analyze_features (HSIC_lasso-B=10-M=3, n_jobs=1, 20 causal (10))	CACHED	0	2018-12-06 01:38:25.212	10s	404ms	85.8%	20.1 MB	317.7 MB	2.8 MB	0
6776	05/8480ab	1715042	analyze_features (HSIC_lasso-B=5-M=3, n_jobs=1, 20 causal (10))	CACHED	0	2018-12-06 01:38:55.409	9.7s	464ms	56.7%	26.3 MB	320 MB	3.3 MB	0
6449	2a/c11467	1714715	analyze_features (mRMR, 20 causal (9))	CACHED	0	2018-12-06 01:37:44.723	10s	599ms	42.0%	16.8 MB	188.4 MB	2.8 MB	0
5528	d0/636a80	1713794	prediction (HSIC_lasso-B=20-M=3, n_jobs=1, 20 causal (3))	CACHED	0	2018-12-06 01:29:44.260	9.9s	2.6s	88.1%	47.7 MB	501.6 MB	7.4 MB	32 B
5323	9a/29b4aa	1713589	analyze_features (mRMR, 20 causal (2))	CACHED	0	2018-12-06 01:27:59.158	5s	358ms	71.9%	27.4 MB	322.9 MB	3.5 MB	0
5464	35/4e6622	1713729	prediction (HSIC_lasso-B=10-M=3, n_jobs=1, 20 causal (4))	CACHED	0	2018-12-06 01:29:09.258	9.8s	3s	39.1%	24.1 MB	315.8 MB	2.9 MB	0
6429	b2/09f8c6	1714695	prediction (HSIC_lasso-B=10-M=3, n_jobs=1, 20 causal (9))	CACHED	0	2018-12-06 01:37:35.558	10s	2.9s	61.4%	28.3 MB	321.4 MB	3.6 MB	0
5463	9a/077a12	1713730	analyze_features (HSIC_lasso-B=10-M=3, n_jobs=1, 20 causal (4))	CACHED	0	2018-12-06 01:29:09.309	9.8s	622ms	41.5%	18.1 MB	203.2 MB	2.8 MB	0
7330	cc/088f41	1715597	analyze_features (HSIC_lasso-B=20-M=3, n_jobs=1, 20 causal (10))	CACHED	0	2018-12-06 01:40:24.731	9.9s	418ms	41.0%	15.8 MB	188 MB	2.5 MB	0
5238	43/a78d8a	1713503	prediction (HSIC_lasso-B=5-M=3, n_jobs=1, 20 causal (1))	CACHED	0	2018-12-06 01:27:14.213	9.9s	2.9s	98.3%	31.7 MB	358.9 MB	4.1 MB	0
5533	33/8e6834	1713799	analyze_features (HSIC_lasso-B=10-M=3, n_jobs=1, 20 causal (3))	CACHED	0	2018-12-06 01:29:49.157	10s	428ms	58.8%	13.7 MB	160.9 MB	2 MB	0
6130	f1/c6e389	1714397	analyze_features (HSIC_lasso-B=20-M=3, n_jobs=1, 20 causal (8))	CACHED	0	2018-12-06 01:35:14.511	9.6s	418ms	88.1%	20.1 MB	317.4 MB	2.8 MB	0
6145	8c/d6497f	1714410	prediction (HSIC_lasso-B=10-M=3, n_jobs=1, 20 causal (8))	CACHED	0	2018-12-06 01:35:24.188	10.1s	2.9s	75.6%	29.8 MB	339.4 MB	3.8 MB	0
6143	58/fc5819	1714408	analyze_features (HSIC_lasso-B=5-M=3, n_jobs=1, 20 causal (8))	CACHED	0	2018-12-06 01:35:24.105	10.1s	545ms	78.5%	25.5 MB	317.8 MB	2.9 MB	0
7329	94/17ef3b	1715596	prediction (HSIC_lasso-B=20-M=3, n_jobs=1, 20 causal (10))	CACHED	0	2018-12-06 01:40:24.680	9.9s	2.8s	59.0%	33.4 MB	369.4 MB	4.3 MB	0
6141	df/c47e4c	1714406	prediction (LARS, 20 causal (10))	CACHED	0	2018-12-06 01:35:19.287	9.9s	3s	79.1%	35.3 MB	389.7 MB	4.7 MB	0
6487	e2/fc9bea	1714753	analyze_features (mRMR, 20 causal (10))	CACHED	0	2018-12-06 01:37:54.761	10s	591ms	42.2%	13.8 MB	167 MB	2 MB	0
6144	eb/e86d9e	1714411	analyze_features (HSIC_lasso-B=10-M=3, n_jobs=1, 20 causal (8))	CACHED	0	2018-12-06 01:35:24.245	10.1s	473ms	70.0%	27.7 MB	327.5 MB	3.5 MB	0
5308	17/183f14	1713573	prediction (HSIC_lasso-B=5-M=3, n_jobs=1, 20 causal (2))	CACHED	0	2018-12-06 01:27:49.352	10s	2.9s	41.2%	20 MB	315.6 MB	2.8 MB	0
5540	9a/a9340e	1713806	prediction (HSIC_lasso-B=0-M=3, n_jobs=1, 20 causal (3))	CACHED	0	2018-12-06 01:29:49.476	10s	3s	47.7%	25.9 MB	317.9 MB	3.3 MB	0
6111	c0/9fffda	1714378	analyze_features (LARS, 20 causal (9))	CACHED	0	2018-12-06 01:35:04.631	4.9s	260ms	0.0%	10.6 MB	150.3 MB	1.7 MB	0
6159	e6/aae0ff	1714424	prediction (HSIC_lasso-B=0-M=3, n_jobs=1, 20 causal (8))	CACHED	0	2018-12-06 01:35:34.178	9.9s	3.1s	63.6%	27.6 MB	321.5 MB	3.5 MB	0
5942	d0/138444	1714208	prediction (LARS, 20 causal (8))	CACHED	0	2018-12-06 01:33:09.258	9.8s	3s	95.4%	33.3 MB	369.3 MB	4.3 MB	0
5034	b0/b38d52	1713300	prediction (LARS, 20 causal (1))	CACHED	0	2018-12-06 01:25:49.507	10s	2.7s	89.4%	36.5 MB	403.6 MB	4.9 MB	0
5244	d4/014732	1713509	prediction (HSIC_lasso-B=0-M=3, n_jobs=1, 20 causal (1))	CACHED	0	2018-12-06 01:27:14.497	9.9s	2.7s	92.2%	36.1 MB	403.5 MB	4.9 MB	0
5453	37/e3dcd9	1713720	analyze_features (mRMR, 20 causal (4))	CACHED	0	2018-12-06 01:29:04.082	5.4s	243ms	0.0%	15.5 MB	160.5 MB	2.8 MB	0
5509	06/cc34b7	1713776	analyze_features (mRMR, 20 causal (3))	CACHED	0	2018-12-06 01:29:34.361	9.8s	406ms	90.3%	17.6 MB	195.1 MB	2.8 MB	0
5477	9a/461cfc	1713743	analyze_features (HSIC_lasso-B=0-M=3, n_jobs=1, 20 causal (4))	CACHED	0	2018-12-06 01:29:19.131	10s	467ms	71.6%	14.1 MB	166.7 MB	2.1 MB	0
5553	b0/9ec005	1713820	analyze_features (HSIC_lasso-B=10-M=3, n_jobs=1, 20 causal (5))	CACHED	0	2018-12-06 01:29:54.405	5.4s	340ms	87.1%	23.9 MB	317.8 MB	2.8 MB	0
5462	a9/7bf316	1713727	prediction (HSIC_lasso-B=5-M=3, n_jobs=1, 20 causal (4))	CACHED	0	2018-12-06 01:29:09.165	9.9s	3.1s	74.0%	30.3 MB	342.9 MB	3.8 MB	0
5893	47/358f31	1714159	analyze_features (mRMR, 20 causal (6))	CACHED	0	2018-12-06 01:32:34.240	5.2s	382ms	88.6%	17.6 MB	195.2 MB	2.8 MB	0
5461	80/630046	1713728	analyze_features (HSIC_lasso-B=5-M=3, n_jobs=1, 20 causal (4))	CACHED	0	2018-12-06 01:29:09.217	9.8s	602ms	43.6%	24.2 MB	317.8 MB	2.8 MB	0
6103	8f/085226	1714370	analyze_features (HSIC_lasso-B=0-M=3, n_jobs=1, 20 causal (7))	CACHED	0	2018-12-06 01:35:04.240	10s	454ms	83.6%	27.7 MB	327.5 MB	3.5 MB	53 B
6132	4e/93cc5c	1714398	analyze_features (mRMR, 20 causal (8))	CACHED	0	2018-12-06 01:35:14.551	9.6s	451ms	86.6%	16.6 MB	187.8 MB	2.5 MB	0
5215	11/048205	1713481	analyze_features (mRMR, 20 causal (1))	CACHED	0	2018-12-06 01:27:04.348	9.8s	449ms	87.9%	15.8 MB	188 MB	2.4 MB	0
5253	74/3a6161	1713519	analyze_features (LARS, 20 causal (4))	CACHED	0	2018-12-06 01:27:19.482	9.8s	494ms	47.8%	20.1 MB	317.8 MB	2.8 MB	0
5245	52/cc9fd3	1713512	analyze_features (HSIC_lasso-B=10-M=3, n_jobs=1, 20 causal (1))	CACHED	0	2018-12-06 01:27:19.151	5.3s	402ms	67.0%	20.1 MB	317.8 MB	2.8 MB	0
5554	a8/0c4e20	1713819	prediction (HSIC_lasso-B=10-M=3, n_jobs=1, 20 causal (5))	CACHED	0	2018-12-06 01:29:54.365	9.8s	2.7s	90.5%	38.4 MB	419 MB	5.5 MB	32 B
6479	7e/284a01	1714745	analyze_features (HSIC_lasso-B=5-M=3, n_jobs=1, 20 causal (9))	CACHED	0	2018-12-06 01:37:54.371	10.1s	449ms	54.3%	16 MB	187.9 MB	2.4 MB	0
5894	bf/998fb3	1714160	prediction (mRMR, 20 causal (6))	CACHED	0	2018-12-06 01:32:34.281	9.8s	2.7s	86.3%	41.7 MB	453.1 MB	6.2 MB	32 B
6158	bd/74e022	1714425	analyze_features (HSIC_lasso-B=0-M=3, n_jobs=1, 20 causal (8))	CACHED	0	2018-12-06 01:35:34.219	9.9s	527ms	53.9%	27.7 MB	323.4 MB	3.5 MB	0
6082	c7/31698d	1714347	prediction (mRMR, 20 causal (7))	CACHED	0	2018-12-06 01:34:54.134	10.2s	2.5s	83.4%	65.1 MB	551 MB	31.9 MB	32 B
5922	b8/49867b	1714188	prediction (LARS, 20 causal (7))	CACHED	0	2018-12-06 01:32:54.282	9.8s	2.9s	90.1%	37.6 MB	412.7 MB	5.2 MB	32 B
5527	20/b39ae1	1713793	analyze_features (HSIC_lasso-B=20-M=3, n_jobs=1, 20 causal (3))	CACHED	0	2018-12-06 01:29:44.221	5.4s	306ms	0.0%	10.4 MB	150.2 MB	1.4 MB	0
6133	8a/bd2082	1714399	prediction (mRMR, 20 causal (8))	CACHED	0	2018-12-06 01:35:14.591	9.7s	2.9s	96.9%	33.3 MB	371.8 MB	4.3 MB	0
5223	73/4f6a07	1713490	analyze_features (HSIC_lasso-B=20-M=3, n_jobs=1, 20 causal (1))	CACHED	0	2018-12-06 01:27:09.346	9.9s	502ms	53.7%	26 MB	320 MB	3.3 MB	0
6539	6e/17665d	1714804	prediction (HSIC_lasso-B=20-M=3, n_jobs=1, 20 causal (9))	CACHED	0	2018-12-06 01:38:05.215	9.8s	3.2s	91.6%	28.5 MB	328.8 MB	3.7 MB	0
5898	f3/ab8e0e	1714164	prediction (HSIC_lasso-B=20-M=3, n_jobs=1, 20 causal (6))	CACHED	0	2018-12-06 01:32:39.232	9.9s	3.1s	56.3%	32.2 MB	361.2 MB	4.1 MB	0
6625	00/e56847	1714892	prediction (HSIC_lasso-B=10-M=3, n_jobs=1, 20 causal (10))	CACHED	0	2018-12-06 01:38:25.252	10s	2.9s	88.9%	36.1 MB	403.5 MB	4.9 MB	0
8135	8d/e0e285	1716522	analyze_predictions (LARS, 20 causal (10))	CACHED	0	2018-12-06 01:42:25.001	10s	1.1s	87.0%	28.6 MB	331.1 MB	3.6 MB	0
7837	3d/8fb731	1716184	analyze_predictions (HSIC_lasso-B=0-M=3, n_jobs=1, 20 causal (3))	CACHED	0	2018-12-06 01:41:36.560	9.8s	842ms	81.3%	27.8 MB	323.5 MB	3.6 MB	0
7795	45/5590cc	1716142	analyze_predictions (HSIC_lasso-B=0-M=3, n_jobs=1, 20 causal (4))	CACHED	0	2018-12-06 01:41:34.644	9.9s	797ms	64.7%	30.8 MB	347.9 MB	4 MB	0
7786	80/73b807	1716133	analyze_predictions (HSIC_lasso-B=5-M=3, n_jobs=1, 20 causal (4))	CACHED	0	2018-12-06 01:41:34.252	9.9s	883ms	75.3%	33.2 MB	369.3 MB	4.4 MB	0
7677	5e/9fc2c3	1715984	analyze_predictions (HSIC_lasso-B=20-M=3, n_jobs=1, 20 causal (1))	CACHED	0	2018-12-06 01:41:15.294	9.9s	1.1s	35.8%	16 MB	188.3 MB	2.4 MB	0
8287	f8/60a8d0	1716674	analyze_predictions (HSIC_lasso-B=20-M=3, n_jobs=1, 20 causal (10))	CACHED	0	2018-12-06 01:42:45.978	8.5s	1.2s	49.0%	17.1 MB	192.6 MB	2.7 MB	0
8248	b1/bb39e7	1716635	analyze_predictions (mRMR, 20 causal (10))	CACHED	0	2018-12-06 01:42:44.240	9.9s	825ms	62.4%	36.1 MB	405.4 MB	4.9 MB	0
8129	12/1396b9	1716516	analyze_predictions (HSIC_lasso-B=20-M=3, n_jobs=1, 20 causal (8))	CACHED	0	2018-12-06 01:42:24.742	10s	1s	92.0%	31.5 MB	360.9 MB	4 MB	0
8005	37/3a507b	1716392	analyze_predictions (mRMR, 20 causal (6))	CACHED	0	2018-12-06 01:42:05.113	9.9s	1.1s	90.4%	28.4 MB	330.8 MB	3.6 MB	0
7579	12/850249	1715886	analyze_predictions (LARS, 20 causal (1))	CACHED	0	2018-12-06 01:40:57.286	9.7s	848ms	81.2%	33.6 MB	373.9 MB	4.4 MB	0
8115	70/228df8	1716502	analyze_predictions (HSIC_lasso-B=20-M=3, n_jobs=1, 20 causal (7))	CACHED	0	2018-12-06 01:42:24.115	10s	617ms	83.4%	38.4 MB	412.5 MB	6 MB	32 B
7741	8c/ae15d8	1716048	analyze_predictions (LARS, 20 causal (5))	CACHED	0	2018-12-06 01:41:25.212	9.9s	1.2s	43.5%	17.3 MB	192.8 MB	2.7 MB	0
7717	44/0d4b60	1716024	analyze_predictions (LARS, 20 causal (3))	CACHED	0	2018-12-06 01:41:24.113	10s	623ms	85.1%	41.4 MB	431.9 MB	6.3 MB	32 B
8289	37/d74e46	1716676	analyze_predictions (HSIC_lasso-B=0-M=3, n_jobs=1, 20 causal (10))	CACHED	0	2018-12-06 01:42:46.069	8.4s	1.2s	35.0%	16.8 MB	188.4 MB	2.6 MB	0
7681	57/a0affd	1715988	analyze_predictions (HSIC_lasso-B=5-M=3, n_jobs=1, 20 causal (1))	CACHED	0	2018-12-06 01:41:15.478	9.9s	970ms	44.2%	16.8 MB	188.4 MB	2.6 MB	0
8127	e3/91282e	1716514	analyze_predictions (LARS, 20 causal (9))	CACHED	0	2018-12-06 01:42:24.653	10s	890ms	57.6%	28.8 MB	338.2 MB	3.9 MB	0
7869	60/716b3a	1716256	analyze_predictions (HSIC_lasso-B=0-M=3, n_jobs=1, 20 causal (5))	CACHED	0	2018-12-06 01:41:44.937	9.9s	1s	90.3%	31.8 MB	361.2 MB	4 MB	0
8015	36/f6df78	1716402	analyze_predictions (HSIC_lasso-B=5-M=3, n_jobs=1, 20 causal (6))	CACHED	0	2018-12-06 01:42:05.568	9.9s	954ms	75.6%	25.5 MB	319.8 MB	3 MB	0
7715	d3/cf562b	1716022	analyze_predictions (HSIC_lasso-B=10-M=3, n_jobs=1, 20 causal (2))	CACHED	0	2018-12-06 01:41:17.011	10s	870ms	84.4%	31.5 MB	358.7 MB	4 MB	0
8247	30/951f1e	1716634	analyze_predictions (HSIC_lasso-B=5-M=3, n_jobs=1, 20 causal (9))	CACHED	0	2018-12-06 01:42:44.196	9.9s	919ms	64.3%	29.9 MB	341.8 MB	3.8 MB	0
8237	6b/7b82d4	1716624	analyze_predictions (HSIC_lasso-B=10-M=3, n_jobs=1, 20 causal (9))	CACHED	0	2018-12-06 01:42:36.720	9.8s	928ms	92.9%	30.1 MB	342.5 MB	3.8 MB	0
7856	be/60fe7c	1716243	analyze_predictions (HSIC_lasso-B=5-M=3, n_jobs=1, 20 causal (5))	CACHED	0	2018-12-06 01:41:44.332	9.9s	866ms	57.0%	37.1 MB	409.7 MB	4.9 MB	0
7683	49/a0cbd7	1715990	analyze_predictions (HSIC_lasso-B=0-M=3, n_jobs=1, 20 causal (1))	CACHED	0	2018-12-06 01:41:15.556	10s	868ms	44.7%	19.8 MB	317.7 MB	2.8 MB	0
8021	0d/2ce8c1	1716408	analyze_predictions (LARS, 20 causal (7))	CACHED	0	2018-12-06 01:42:05.824	10s	1.2s	82.2%	28.4 MB	330.8 MB	3.6 MB	0
7827	e8/5eb555	1716174	analyze_predictions (HSIC_lasso-B=20-M=3, n_jobs=1, 20 causal (3))	CACHED	0	2018-12-06 01:41:36.121	9.9s	1.1s	86.0%	28.4 MB	330.8 MB	3.6 MB	0
8269	21/1bf773	1716656	analyze_predictions (HSIC_lasso-B=0-M=3, n_jobs=1, 20 causal (9))	CACHED	0	2018-12-06 01:42:45.174	9.1s	1.1s	85.6%	25.5 MB	317.7 MB	2.9 MB	0
8014	8f/bae911	1716401	analyze_predictions (HSIC_lasso-B=0-M=3, n_jobs=1, 20 causal (6))	CACHED	0	2018-12-06 01:42:05.528	9.9s	946ms	75.2%	24.2 MB	317.8 MB	2.8 MB	0
7720	a5/737990	1716027	analyze_predictions (mRMR, 20 causal (2))	CACHED	0	2018-12-06 01:41:24.250	10s	868ms	66.4%	37.1 MB	410.1 MB	5 MB	0
8113	7f/f24a0f	1716500	analyze_predictions (mRMR, 20 causal (7))	CACHED	0	2018-12-06 01:42:17.002	9.9s	823ms	89.6%	34.3 MB	378.3 MB	4.4 MB	0
8121	eb/591e89	1716508	analyze_predictions (HSIC_lasso-B=5-M=3, n_jobs=1, 20 causal (7))	CACHED	0	2018-12-06 01:42:24.382	9.9s	916ms	52.5%	30.8 MB	347.9 MB	4 MB	0
7687	50/7217c7	1715994	analyze_predictions (LARS, 20 causal (4))	CACHED	0	2018-12-06 01:41:15.738	10s	1.1s	89.5%	28.4 MB	330.8 MB	3.6 MB	0
8149	d2/3d9fc7	1716536	analyze_predictions (HSIC_lasso-B=0-M=3, n_jobs=1, 20 causal (8))	CACHED	0	2018-12-06 01:42:25.643	9.9s	1.2s	89.6%	28.6 MB	333.1 MB	3.7 MB	0
7844	81/1f417b	1716191	analyze_predictions (HSIC_lasso-B=10-M=3, n_jobs=1, 20 causal (5))	CACHED	0	2018-12-06 01:41:36.858	9.9s	945ms	92.9%	26.7 MB	322.6 MB	3.5 MB	0
8031	cb/75fec6	1716418	analyze_predictions (LARS, 20 causal (8))	CACHED	0	2018-12-06 01:42:06.260	10s	1s	32.1%	16.5 MB	188.5 MB	2.5 MB	0
7834	86/638d55	1716181	analyze_predictions (HSIC_lasso-B=10-M=3, n_jobs=1, 20 causal (3))	CACHED	0	2018-12-06 01:41:36.432	9.8s	883ms	75.5%	25.2 MB	317.8 MB	2.9 MB	0
7787	44/c2ce57	1716134	analyze_predictions (HSIC_lasso-B=10-M=3, n_jobs=1, 20 causal (4))	CACHED	0	2018-12-06 01:41:34.294	9.9s	753ms	72.5%	39 MB	422.5 MB	5.8 MB	32 B
8125	a1/c91a16	1716512	analyze_predictions (HSIC_lasso-B=0-M=3, n_jobs=1, 20 causal (7))	CACHED	0	2018-12-06 01:42:24.557	10s	954ms	48.8%	30.8 MB	345 MB	4 MB	0
8141	c3/11dc08	1716528	analyze_predictions (HSIC_lasso-B=10-M=3, n_jobs=1, 20 causal (8))	CACHED	0	2018-12-06 01:42:25.284	10s	873ms	77.9%	28.6 MB	330.9 MB	3.6 MB	0
7685	e7/00e101	1715992	analyze_predictions (HSIC_lasso-B=10-M=3, n_jobs=1, 20 causal (1))	CACHED	0	2018-12-06 01:41:15.649	10s	1s	89.6%	30.2 MB	342.4 MB	3.8 MB	0
8240	fc/a4baae	1716627	analyze_predictions (mRMR, 20 causal (9))	CACHED	0	2018-12-06 01:42:36.853	9.8s	827ms	85.2%	32.3 MB	363.4 MB	4.1 MB	0
7724	32/1a448d	1716031	analyze_predictions (HSIC_lasso-B=20-M=3, n_jobs=1, 20 causal (2))	CACHED	0	2018-12-06 01:41:24.439	9.9s	1s	70.2%	31.5 MB	361 MB	4 MB	0
7672	71/7d32f3	1715979	analyze_predictions (mRMR, 20 causal (1))	CACHED	0	2018-12-06 01:41:15.059	9.9s	1.1s	58.8%	24.2 MB	317.7 MB	2.8 MB	0
8118	b4/bdd817	1716505	analyze_predictions (HSIC_lasso-B=10-M=3, n_jobs=1, 20 causal (7))	CACHED	0	2018-12-06 01:42:24.242	10s	932ms	56.3%	30.4 MB	345 MB	3.8 MB	0
8009	fc/2f02bf	1716396	analyze_predictions (HSIC_lasso-B=10-M=3, n_jobs=1, 20 causal (6))	CACHED	0	2018-12-06 01:42:05.311	9.9s	952ms	75.4%	29.1 MB	333 MB	3.7 MB	0
7842	94/ff0503	1716189	analyze_predictions (mRMR, 20 causal (5))	CACHED	0	2018-12-06 01:41:36.766	9.9s	970ms	90.7%	27.8 MB	323.5 MB	3.5 MB	0
7814	a3/584334	1716161	analyze_predictions (mRMR, 20 causal (3))	CACHED	0	2018-12-06 01:41:35.535	9.9s	914ms	48.3%	17.3 MB	195.2 MB	2.8 MB	0
7836	39/31ae72	1716183	analyze_predictions (HSIC_lasso-B=5-M=3, n_jobs=1, 20 causal (3))	CACHED	0	2018-12-06 01:41:36.514	9.8s	880ms	81.7%	29.6 MB	341.5 MB	3.8 MB	0
8268	6f/08aad8	1716655	analyze_predictions (HSIC_lasso-B=5-M=3, n_jobs=1, 20 causal (10))	CACHED	0	2018-12-06 01:42:45.135	9.1s	1.1s	77.3%	26.3 MB	320 MB	3.3 MB	0
7729	61/cc4e8d	1716036	analyze_predictions (HSIC_lasso-B=0-M=3, n_jobs=1, 20 causal (2))	CACHED	0	2018-12-06 01:41:24.666	9.9s	903ms	58.1%	29.6 MB	341.6 MB	3.8 MB	0
7944	31/c52e24	1716331	analyze_predictions (LARS, 20 causal (6))	CACHED	0	2018-12-06 01:41:55.305	10s	1.1s	67.5%	25.2 MB	317.7 MB	2.9 MB	0
7628	17/0b3691	1715935	analyze_predictions (LARS, 20 causal (2))	CACHED	0	2018-12-06 01:41:06.338	9.6s	1s	82.9%	28.4 MB	330.8 MB	3.6 MB	0
7716	41/7f7488	1716023	analyze_predictions (HSIC_lasso-B=5-M=3, n_jobs=1, 20 causal (2))	CACHED	0	2018-12-06 01:41:17.050	10s	849ms	84.1%	34.6 MB	381.3 MB	4.5 MB	0
8140	ff/232c22	1716527	analyze_predictions (HSIC_lasso-B=5-M=3, n_jobs=1, 20 causal (8))	CACHED	0	2018-12-06 01:42:25.236	10s	928ms	74.5%	28.4 MB	330.8 MB	3.6 MB	0
7783	47/942630	1716130	analyze_predictions (mRMR, 20 causal (4))	CACHED	0	2018-12-06 01:41:29.110	7.9s	896ms	95.9%	32.7 MB	365.8 MB	4.2 MB	0
7785	e5/034b88	1716132	analyze_predictions (HSIC_lasso-B=20-M=3, n_jobs=1, 20 causal (4))	CACHED	0	2018-12-06 01:41:34.197	9.9s	850ms	75.0%	30.5 MB	344.7 MB	3.9 MB	0
8249	48/6dd337	1716636	analyze_predictions (HSIC_lasso-B=20-M=3, n_jobs=1, 20 causal (9))	CACHED	0	2018-12-06 01:42:44.280	9.8s	813ms	60.2%	32.2 MB	363.4 MB	4.2 MB	0
7843	08/5ae704	1716190	analyze_predictions (HSIC_lasso-B=20-M=3, n_jobs=1, 20 causal (5))	CACHED	0	2018-12-06 01:41:36.819	9.9s	916ms	90.4%	25.7 MB	319.8 MB	3.3 MB	0
8008	24/c80203	1716395	analyze_predictions (HSIC_lasso-B=20-M=3, n_jobs=1, 20 causal (6))	CACHED	0	2018-12-06 01:42:05.271	9.9s	1.1s	74.2%	27.5 MB	323.4 MB	3.5 MB	0
8130	c2/ef5b08	1716517	analyze_predictions (mRMR, 20 causal (8))	CACHED	0	2018-12-06 01:42:24.781	10s	1.1s	93.4%	32.3 MB	363.3 MB	4.1 MB	0
8255	ef/150973	1716642	analyze_predictions (HSIC_lasso-B=10-M=3, n_jobs=1, 20 causal (10))	CACHED	0	2018-12-06 01:42:44.555	9.6s	885ms	54.0%	31.2 MB	358.8 MB	4 MB	0
247	d0/dd1cae	1718207	join_feature_analyses	COMPLETED	0	2018-12-06 22:49:32.843	4.4s	54ms	0.0%	0	0	0	0
252	25/79a936	1718208	join_prediction_analyses	COMPLETED	0	2018-12-06 22:49:32.906	4.3s	53ms	0.0%	0	0	0	0
